"id","class","group","name","activeIngredient","formatted_activeIngredient","strength","formatted_strength","ingredient_strength","formatted_ingredient_strength","form","formatted_form","package","formatted_package","unit","formatted_unit","standard","age","registerCode","registerCompany","registerCountry","registerAddress","manufactureCompany","manufactureCountry","manufactureAddress","createdAt","updatedAt","formatted_manufactureCountry","using"
a6b7e740-5ee9-4f42-a6ed-bac5099fb3cb,,Tân dược,Bivantox 200 tab,Alpha lipoic acid 200mg,Alpha lipoic acid,"200mg","200mg",Alpha lipoic acid 200mg - 200mg,Alpha lipoic acid 200mg,Viên nén bao phim,Viên,Hộp 3 vỉ x 10 viên,,,Viên,TCCS,"36 tháng",VD3-55-20,Công ty cổ phần dược phẩm Trung ương I - Pharbaco,Việt Nam,"160 Tôn Đức Thắng - Hà Nội",Công ty cổ phần dược phẩm Trung ương I - Pharbaco,Việt Nam,"Thanh Xuân, Sóc Sơn, TP. Hà Nội",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,
bf4a1f7d-fa35-4118-b5a6-e57648a7a4fb,Tim mạch,,Tegaferol,Alpha lipoic acid,Alpha lipoic acid,"100mg","100mg",Alpha lipoic acid - 100mg,Alpha lipoic acid 100mg,Viên nang mềm,Viên nang,Hộp 10 vỉ x 10 viên,,,Viên,NSX,"24 tháng",VN1-011-07,Công ty TNHH Thương Mại và Dược phẩm Bách Thảo,Việt Nam,"Nhà số 5, ngách 161, ngõ 438, phường Thịnh Quang, quận Đống Đa",Gujarat Liqui PharmaCPS (P) Ltd.,India,"662-666, GIDC, Waghodia, Vadodara",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Ấn Độ,Khác
"19ac3632-a8f3-4023-b8e2-9cee87ff8284",Thuốc khác,Tân dược,"Deplin 600mg (Đóng gói và xuất xưởng: Biokanol Pharma GmbH, địa chỉ: Kehler Str. 7, D-76437 Rastatt, Germany)",Alpha-Lipoic Acid 600mg,Alpha lipoic acid,,"600mg",Alpha-Lipoic Acid 600mg,Alpha lipoic acid 600mg,Viên nén bao phim,Viên,Hộp 5 vỉ x 20 viên,,,Viên,NSX,"24 tháng",VN-16992-13,Công ty TNHH Bình Việt Đức,Việt Nam,"62/36 Trương Công Định, P. 14, Q. Tân Bình, TP. Hồ Chí Minh","Artesan Pharma GmbH & Co., KG",Germany,"Wendlandstrasse 1, 29439 Luchow",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Đức,Khác
"6f6890e1-46c5-473c-8b0a-a1454cccc153",Thuốc khác,Tân dược,"Deplin 600mg (Đóng gói và xuất xưởng: Biokanol Pharma GmbH, địa chỉ: Kehler Strasse 7, D-76437 Rastatt, Germany)",Alpha-Lipoic acid (dưới dạng muối trometamol) 600mg/24ml,Alpha lipoic acid,,"600mg",Alpha-Lipoic acid (dưới dạng muối trometamol) 600mg/24ml,Alpha lipoic acid 600mg,Dung dịch thuốc tiêm,Thuốc tiêm,Hộp 10 ống x 24ml,,,Ống,NSX,"60 tháng",VN-16995-13,Công ty TNHH Bình Việt Đức,Việt Nam,"62/36 Trương Công Định, P. 14, Q. Tân Bình, TP. Hồ Chí Minh",Solupharm Pharmazeutische Erzeugnisse GmbH,Germany,"Industriestrasse 3, 34212 Melsungen",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Đức,Khác
"1adf6372-da08-47af-9706-6f4cc6eefca9","Thuốc tác dụng trên dạ dày, ruột",Tân dược,Aluminium hydroxid gel - 400 mg,Nhôm hydroxyd,Nhôm hydroxide, ,"400mg",Nhôm hydroxyd -  ,Nhôm hydroxide 400mg,Viên nhai,Viên,Hộp 10 vỉ X 8; Lọ 100; 1000 viên nhai,,,Viên,TC,"24 tháng",VNA-0372-96,Công ty dịch vụ Y tế tổng hợp quận 4,Việt Nam,DC,Công ty dịch vụ Y tế tổng hợp quận 4,Việt Nam,DC,2021-12-31 14:58:21.178 +0700,2021-12-31 14:58:21.178 +0700,Việt Nam,Khác
"6a0aa786-1232-4266-ac4c-b4fd466c6eac",,,Alfa care,Acid alpha lipoic,Alpha lipoic acid,"100mg","100mg",Acid alpha lipoic - 100mg,Alpha lipoic acid 100mg,Viên nang  mềm,Viên nang,Hộp 6 vỉ 10 viên,,,Viên,NSX,"24 tháng",VN-5252-10,Công ty TNHH thương mại Thanh Danh,Việt Nam,"B 001 Khu phố Mỹ Phước (Đô thị Phú Mỹ Hưng) đường Nguyễn Văn Linh, Ph. Tân Phong- Q. 7- TP. Hồ Chí Minh.","Soft Health Creations Pvt., Ltd.",India,"B-2, Sunmoon Park Society, Akota Stadium Road, Akota, Vadodara-390015, Gujarat",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Ấn Độ,Khác
"146f3012-07be-447c-90bc-93ab62d61f16",Các loại khác,Tân dược,Ubiheal 100,Alpha lipoic acid 100mg,Alpha lipoic acid, ,"100mg",Alpha lipoic acid 100mg -  ,Alpha lipoic acid 100mg,Viên nang mềm,Viên nang,"Hộp 5 vỉ x 6 viên, hộp 10 vỉ x 6 viên nang mềm",,,Viên,TCCS,"36 tháng",VD-11416-10,Công ty cổ phần dược  phẩm Nam Hà,Việt Nam,"415- Hàn Thuyên - Nam Định",Công ty cổ phần dược phẩm Nam Hà,Việt Nam,"415- Hàn Thuyên - Nam Định",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"4255b590-a37c-4a83-b5cb-8360c1b8b845",Các loại khác,Tân dược,Ubiheal 200,Alpha lipoic acid 200mg,Alpha lipoic acid, ,"200mg",Alpha lipoic acid 200mg -  ,Alpha lipoic acid 200mg,Viên nang mềm,Viên nang,"Hộp 5 vỉ x 6 viên, hộp 10 vỉ x 6 viên nang mềm",,,Viên,TCCS,"36 tháng",VD-11417-10,Công ty cổ phần dược  phẩm Nam Hà,Việt Nam,"415- Hàn Thuyên - Nam Định",Công ty cổ phần dược phẩm Nam Hà,Việt Nam,"415- Hàn Thuyên - Nam Định",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"73ce2e54-8e00-4b24-84ba-50f162ad7743",Các loại khác,Tân dược,Phytobebe,"Alpha terpineol 0,5g/100ml; cao trầu không 0,04g/100ml; cao hạt ngò 0,1g/100ml",Alpha-terpineol + Cao hạt ngò + Cao trầu không, ,"0.5% + 0.1% + 0.04%","Alpha terpineol 0,5g/100ml; cao trầu không 0,04g/100ml; cao hạt ngò 0,1g/100ml -  ",Alpha-terpineol 0.5% + Cao hạt ngò 0.1% + Cao trầu không 0.04%,Dung dịch thuốc tắm,Thuốc dùng ngoài,Hộp 1 chai 100ml; hộp 1 chai 250ml; hộp 50 gói x 7ml dung dịch thuốc,,,Chai + Gói,TCCS,"36 tháng",VD-15286-11,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"6f528483-102a-4205-8d42-41b11c11f08c",Các loại khác,Tân dược,Phytogyno,Alpha terpineol 1g/100ml,Alpha-terpineol, ,"1%",Alpha terpineol 1g/100ml -  ,Alpha-terpineol 1%,Dung dịch dầu thuốc,Thuốc dùng ngoài,"Hộp 1 chai 100ml, hộp 50 gói x 7ml dung dịch dầu thuốc",,,Chai + Gói,TCCS,"36 tháng",VD-15287-11,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"5eef30f7-033d-4dae-a0fb-5f53730c2a89",Các loại khác,Đông dược,Bảo phu khang,"Mỗi tuýp 10g chứa: Tinh dầu nghệ 0,28g; Alpha terpineol 0,45g; Dầu mù u 0,03g; Curcuminoid 0,1g",Alpha-terpineol + Curcuminoid + Dầu mù u + Tinh dầu nghệ,,"4.5% + 1% + 0.3% + 2.8%","Mỗi tuýp 10g chứa: Tinh dầu nghệ 0,28g; Alpha terpineol 0,45g; Dầu mù u 0,03g; Curcuminoid 0,1g",Alpha-terpineol 4.5% + Curcuminoid 1% + Dầu mù u 0.3% + Tinh dầu nghệ 2.8%,Kem bôi da,Thuốc dùng ngoài,"Hộp 1 tuýp 10g, 20g",,,Tuýp,TCCS,"24 tháng",VD-25452-16,Công ty TNHH đông nam dược Bảo Linh,Việt Nam,"Lô 32, KCN Đà Nẵng, Quận Sơn Trà, TP. Đà Nẵng",Công ty TNHH đông nam dược Bảo Linh,Việt Nam,"Lô 32, KCN Đà Nẵng, Quận Sơn Trà, TP. Đà Nẵng",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"739a7a87-df52-426e-80c9-2e96695bbc25",Dung dịch dùng ngoài,Tân dược,Apigyno,Mỗi 100g chứa: Alpha terpineol 1g,Alpha-terpineol,"1g","1000mg; 1350mg",Mỗi 100g chứa: Alpha terpineol 1g - 1g,Alpha-terpineol 1000mg; 1350mg,Gel vệ sinh phụ nữ,Thuốc dùng ngoài,"Hộp 1 chai 100g, hộp 1 chai 135g",,,Chai,TCCS,"36 tháng",VD-31471-19,Công ty cổ phần dược Apimed.,Việt Nam,"263/9 Lý Thường Kiệt, phường 15, quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh - Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Dùng ngoài
c496f5bd-e7f8-4db9-9f48-acc59cd9e2b6,Dung dịch dùng ngoài,Tân dược,Ladycare,Mỗi 100ml chứa: Alpha terpineol 1g,Alpha-terpineol,"1g","1%",Mỗi 100ml chứa: Alpha terpineol 1g - 1g,Alpha-terpineol 1%,Dung dịch vệ sinh phụ nữ,Thuốc dùng ngoài,"Hộp 1 chai 150ml, hộp 1 chai 200ml",,,Chai,TCCS,"36 tháng",VD3-99-21,Công ty cổ phần dược Apimed.,Việt Nam,"263/9 Lý Thường Kiệt, phường 15, quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh - Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Dùng ngoài
"58cf72dd-06b5-433c-8d7e-fd2b40dc2cf5",Các loại khác,Đông dược,Tinh nghệ Bảo phu khang,"Tinh dầu Nghệ, alpha Terpineol, Dầu Mù u, Curcumin",Alpha-terpineol + Curcuminoid + Dầu mù u + Tinh dầu nghệ, ,"","Tinh dầu Nghệ, alpha Terpineol, Dầu Mù u, Curcumin -  ",Alpha-terpineol  + Curcuminoid  + Dầu mù u  + Tinh dầu nghệ ,Kem bôi da,Thuốc dùng ngoài,"Tuýp 10g kem, Tuýp 20g kem bôi da",,,Tuýp,TCCS,"24 tháng",VD-7782-09,Công ty TNHH đông nam dược Bảo Linh,Việt Nam,VP: 138-140 Bạch Đằng- TP Đà Nẵng ; SX: 74 Thanh Hải - TP Đà Nẵng,Công ty TNHH đông nam dược Bảo Linh,Việt Nam,VP: 138-140 Bạch Đằng- TP Đà Nẵng ; SX: 74 Thanh Hải - TP Đà Nẵng,2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"72da99e8-776f-41cf-b8af-ddaa91db99e6",Các loại khác,Đông dược,Alpha terpineol nguyên liệu,Alpha terpineol,Alpha-terpineol, ,"",Alpha terpineol -  ,Alpha-terpineol , ,,Can 25 kg,,,lon - bình - thùng,TC,"36 tháng",VNA-2686-99,Công ty dược liệu TW2,Việt Nam,"24 Nguyễn Thị Nghĩa - Quận 1 - TP Hồ Chí Minh",Công ty dược liệu TW2,Việt Nam,"24 Nguyễn Thị Nghĩa - Quận 1 - TP Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"3b5c26ce-c3e3-476a-84c4-8a4ef09f95f9",Các loại khác,Đông dược,Phytobebe,"Cao trầu không, cao hạt ngò, cao kim ngân hoa, alpha terpineol..",Alpha-terpineol + Cao hạt ngò + Cao kim ngân hoa + Cao trầu không, ,"","Cao trầu không, cao hạt ngò, cao kim ngân hoa, alpha terpineol.. -  ",Alpha-terpineol  + Cao hạt ngò  + Cao kim ngân hoa  + Cao trầu không ,Dung dịch tắm,Thuốc dùng ngoài,Chai 100ml dung dịch tắm rôm sẩy em bé,,,Chai,TCCS,"24 tháng",VNB-4391-05,Công ty cổ phần dược liệu TW2,Việt Nam,"97 Quang Trung - Quận Gò Vấp - TP. Hồ Chí Minh",Công ty cổ phần dược liệu TW2,Việt Nam,"97 Quang Trung - Quận Gò Vấp - TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"5d56c76c-7546-4689-b78e-777e3c1c1ff6",Tác dụng đến máu,,Actilyse,Alteplase,Alteplase,"50mg","50mg",Alteplase - 50mg,Alteplase 50mg,Bột đông khô pha tiêm truyền,Thuốc tiêm đông khô,Hộp 1 lọ + 1 lọ nước pha tiêm 50ml,,,Lọ,NSX,"36 tháng",VN1-193-09,Boehringer Ingelheim International GmbH,Germany,Binger Str. 173 55216 Ingelheim,Boehringer Ingelheim Pharma GmbH & Co. KG,Germany,Birkendorfer StraBe 65 88397 Biberach an der Riss,2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Đức,Khác
f7d7aa5c-487b-4352-aba7-d927f787c55c,thuốc dùng ngoài,Tân dược,Dung dịch vệ sinh phụ nữ Phytogyno,"Mỗi 100ml chứa: Alpha terpineol  0,3g",Alpha-terpineol,,"","Mỗi 100ml chứa: Alpha terpineol  0,3g",Alpha-terpineol ,Dung dịch dùng ngoài,Thuốc dùng ngoài,"Hộp 1 chai 100ml, thùng 50 hộp; hộp 1 chai 250ml, thùng 25 hộp",,,Chai,TCCS,"36 tháng",VS-4931-16,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"0054651d-7969-4ec9-b668-c63d4ab85ada",Các loại khác,Đông dược,Phytogyno,Alpha terpineol 1%,Alpha-terpineol, ,"",Alpha terpineol 1% -  ,Alpha-terpineol ,Dung dịch dùng ngoài,Thuốc dùng ngoài,Hộp 1 chai x 100ml dung dịch dùng ngoài,,,Chai,TCCS,"36 tháng",V1029-H12-10,Chưa xác định,Việt Nam,,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
a6f127c3-402e-4832-9e78-28bf7c937d3f,Các loại khác,Đông dược,Phytobebe,"Cao trầu không, cao hạt ngò, alpha-terpineol",Alpha-terpineol - + Cao hạt ngò + Cao trầu không, ,"","Cao trầu không, cao hạt ngò, alpha-terpineol -  ",Alpha-terpineol -  + Cao hạt ngò  + Cao trầu không ,Dung dịch tắm rôm sẩy,Thuốc dùng ngoài,Hộp 1 chai 100ml dung dịch tắm rôm sẩy em bé,,,Chai,TCCS,"36 tháng",V1386-H12-10,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
c2127be5-05dd-4b66-ba8a-a8a147395025,Các loại khác,Tân dược,Phamogyno,Alpha terpineol,Alpha-terpineol, ,"",Alpha terpineol -  ,Alpha-terpineol ,Thuốc nước dùng ngoài,Thuốc dùng ngoài,hộp 1 chai 100 ml thuốc nước dùng ngoài,,,Chai,TCCS,"24 tháng",V50-H12-06,Xí nghiệp dược phẩm trung ương 25,Việt Nam,"120-Hai Bà Trưng-Quận 1(SX tại: 448B-Nguyễn Tất Thành-Q.4)  - TP. Hồ Chí Minh",Xí nghiệp dược phẩm trung ương 25,Việt Nam,"120-Hai Bà Trưng-Quận 1(SX tại: 448B-Nguyễn Tất Thành-Q.4)  - TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"485347bd-ba5d-4ece-8c6f-bd388b2bac4a","Thuốc ngoài da ( ngứa, nhiễm khuẩn, viêm ngứa )",Tân dược,E'Rossan Care,"Alpha - terpineol 0,9g",Alpha-terpineol, ,"0.02","Alpha - terpineol 0,9g -  ",Alpha-terpineol 0.02,Gel thuốc dùng ngoài,Thuốc dùng ngoài,Hộp 1 tuýp 45g gel thuốc dùng ngoài,,,Tuýp,TCCS,"24 tháng",VD-10945-10,Công ty cổ phần Dược Hậu Giang,Việt Nam,"288 Bis Nguyễn Văn Cừ - TP. Cần Thơ",Công ty cổ phần Dược Hậu Giang,Việt Nam,"288 Bis Nguyễn Văn Cừ - TP. Cần Thơ",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
f5585d8b-8365-4a74-8d8c-22dc1e64b695,Các loại khác,Tân dược,Foladys care,"Alpha - terpineol 2,049g",Alpha-terpineol, ,"0.02049","Alpha - terpineol 2,049g -  ",Alpha-terpineol 0.02049,Gel vệ sinh phụ nữ,Thuốc dùng ngoài,Hộp 1 chai x 100ml gel vệ sinh phụ nữ,,,Chai,TCCS,"24 tháng",VD-11442-10,Công ty cổ phần Dược Hậu Giang,Việt Nam,"288 Bis Nguyễn Văn Cừ - TP. Cần Thơ",Công ty cổ phần Dược Hậu Giang,Việt Nam,"288 Bis Nguyễn Văn Cừ - TP. Cần Thơ",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"1de65254-44ba-466b-b51c-f21c560eb2de",Các loại khác,Tân dược,Emcare,Alpha terpineol 4g/100ml; Eucalyptol 60g/100ml,Alpha-terpineol + Eucalyptol, ,"4% + 60%",Alpha terpineol 4g/100ml; Eucalyptol 60g/100ml -  ,Alpha-terpineol 4% + Eucalyptol 60%,Dung dịch dầu thuốc,Thuốc dùng ngoài,"Hộp 1 chai 1,5ml; hộp 1 chai 10ml; hộp 1 chai 25ml dung dịch dầu thuốc",,,Chai,TCCS,"36 tháng",VD-15284-11,Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",Công ty TNHH dược phẩm dược liệu Opodis,Việt Nam,"Lô 78 KCN và chế xuất Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
f1f4ad42-6fa8-4dd2-9cb3-3e0a2fd39a36,Các loại khác,Tân dược,Femalcare,"alpha Terpineol thiên nhiên 0,6g/60ml; Vitamin E 0,018g/60ml",Alpha-terpineol + Vitamin E,,"0.03% + 1%","alpha Terpineol thiên nhiên 0,6g/60ml; Vitamin E 0,018g/60ml",Alpha-terpineol 0.03% + Vitamin E 1%,Dung dịch dùng ngoài (dung dịch vệ sinh phụ nữ),Thuốc dùng ngoài,"Hộp 1 chai 60 ml, 100 ml, 200 ml",,,Chai,TCCS,"36 tháng",VS-4890-14,Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"6f5ee45f-cc5b-427f-8857-98b765bd03a2",thuốc dùng ngoài,Tân dược,Dailycare,"Alpha - Terpineol 0,6g/60ml; Vitamin E 0,18g/60ml; Natri lauryl sulphat 4,8g/60ml",Alpha-terpineol + Natri lauryl sulphat + Vitamin E,,"1% + 8% + 0.3%","Alpha - Terpineol 0,6g/60ml; Vitamin E 0,18g/60ml; Natri lauryl sulphat 4,8g/60ml",Alpha-terpineol 1% + Natri lauryl sulphat 8% + Vitamin E 0.3%,Dung dịch dùng ngoài (dung dịch vệ sinh phụ nữ),Thuốc dùng ngoài,"Hộp 1 chai 60 ml, 100 ml, 200 ml",,,Chai,TCCS,"36 tháng",VS-4910-15,Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
"942ddb13-2b13-4b49-864a-e1dc7f26a179",Vitamin và thuốc bổ,Tân dược,Novacare,"Mỗi chai 60ml chứa: Alpha terpineol 0,6g; Vitamin E 0,06g; Natri lauryl sulphat 4,8g",Alpha-terpineol + Natri lauryl sulphat + Vitamin E,"0,6g, 0,06g, 4,8g","1% + 8% + 0.1%","Mỗi chai 60ml chứa: Alpha terpineol 0,6g; Vitamin E 0,06g; Natri lauryl sulphat 4,8g - 0,6g, 0,06g, 4,8g",Alpha-terpineol 1% + Natri lauryl sulphat 8% + Vitamin E 0.1%,Dung dịch rửa phụ khoa,Thuốc dùng ngoài,"Hộp 1 chai 60ml, 100ml, 200ml.",,,Chai,TCCS,"36 tháng",VS-4979-16,Công ty TNHH Dược phẩm Huy Văn,Việt Nam,"511/15 Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Tp. Hồ Chí Minh",Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Dùng ngoài
"1bcd9100-4a41-46d1-abcb-4503fc8bcca8",Vitamin và thuốc bổ,Tân dược,Queenlife,"Mỗi chai 60ml chứa: Alpha terpineol 0,6g; Vitamin E 0,045g; Natri lauryl sulphat 4,8g",Alpha-terpineol + Natri lauryl sulphat + Vitamin E,"0,6g, 0,045g, 4,8g","1% + 8% + 0.075%","Mỗi chai 60ml chứa: Alpha terpineol 0,6g; Vitamin E 0,045g; Natri lauryl sulphat 4,8g - 0,6g, 0,045g, 4,8g",Alpha-terpineol 1% + Natri lauryl sulphat 8% + Vitamin E 0.075%,Dung dịch rửa phụ khoa,Thuốc dùng ngoài,"Hộp 1 chai 60ml, 100ml, 200ml.",,,Chai,TCCS,"36 tháng",VS-4980-16,Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",Công ty TNHH US Pharma USA,Việt Nam,"Lô B1-10, Đường D2, KCN Tây Bắc Củ Chi, TP. Hồ Chí Minh",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Dùng ngoài
"0f08704e-d95d-4124-9815-d990102c2f43",Tim mạch,,Rilsan,Captopril,Captopril,"25mg","25mg",Captopril - 25mg,Captopril 25mg,Viên nén,viên,Hộp 2 vỉ x 10 viên,,,Viên,Nhà sản xuất,"60 tháng",VN-8406-04,Medochemie Ltd.,Cyprus,"1-10  Constantinoupoleos Street, 3011 Limassol",Medochemie Ltd.,Cyprus,"1-10  Constantinoupoleos Street, 3011 Limassol",2021-12-31 14:58:25.230 +0700,2021-12-31 14:58:25.230 +0700,Cyprus,Khác
eafd22c6-aab8-4d97-aefc-8138290fa315,"Thuốc tác dụng trên dạ dày, ruột",Tân dược,Kremil-S,"Alumium hydroxid, Magnesi carbonat, Simethicon",Alum + Magnesi carbonate + Simethicon, ,"","Alumium hydroxid, Magnesi carbonat, Simethicon -  ",Alum  + Magnesi carbonate  + Simethicon ,Viên nén,Viên,"Hộp 5 vỉ x20v, bìa kẹp 1 vỉ x4v, bìa kẹp 1 vỉ x2 viên nén",,,Viên,TCCS,"36 tháng",VNB-3201-05,Công ty UNITED PHARMA Việt Nam,Việt Nam,ấp 2 Bình Chánh - TP. Hồ Chí Minh,Công ty UNITED PHARMA Việt Nam,Việt Nam,ấp 2 Bình Chánh - TP. Hồ Chí Minh,2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Việt Nam,Khác
e80536b9-5426-45fd-8f56-2d7654a516ae,"Dạ dày, ruột",,Ranilex Tabs,Magnesium Aluminium silicate; Magnesium Aluminium hydrat; Magnesium oxyd; Ranitidin,Magnesi Alumin Hydrat + Magnesi Aluminosilicat + Magnesi oxyd + Ranitidin,,"",Magnesium Aluminium silicate; Magnesium Aluminium hydrat; Magnesium oxyd; Ranitidin,Magnesi Alumin Hydrat  + Magnesi Aluminosilicat  + Magnesi oxyd  + Ranitidin ,Viên nén bao phim,Viên,Hộp 5 vỉ x 10 viên,,,Viên,KPC,"36 tháng",VN-8782-04,Korea United Pharm. Inc.,Korea,"154-8 Nohyun-dong, Kangnam-gu, Seoul",Korea United Pharm. Inc.,Korea,"404-10, Nojang-Ri, Jeondong-Myeon, Yeongi-kun, Chungnam",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Hàn Quốc,Khác
"91c194ac-c6f8-4bd7-bf8c-c29ee29efdfd","Dạ dày, ruột",,Inbionetwitran Tablet,Magnesium Aluminium silicate; Magnesium Aluminium hydrat; Magnesium oxyd; Ranitidin,Magnesi Alumin Hydrat + Magnesi Aluminosilicat + Magnesi oxyd + Ranitidin,,"",Magnesium Aluminium silicate; Magnesium Aluminium hydrat; Magnesium oxyd; Ranitidin,Magnesi Alumin Hydrat  + Magnesi Aluminosilicat  + Magnesi oxyd  + Ranitidin ,Viên nén bao phim,Viên,Hộp 12 vỉ x 10 viên,,,Viên,Nhà sản xuất,"36 tháng",VN-9434-05,"Binex Co., Ltd.",Korea,"480-2, Jangrim-dong, Saha-gu, Busan.",Inbionet Corporation.,Korea,"491-7, Kasan-ri, Bubal-Eup, Echun-City, Kyungki-do.",2021-12-31 14:58:21.120 +0700,2021-12-31 14:58:21.120 +0700,Hàn Quốc,Khác
