"id","from","to","createdAt","updatedAt"
1351,"헴리브라피하주사(에미시주맙, 유전자재조합)_(0.105g/0.7ml)","hemlibrapi subjugation (emisizumab, genetic recombination)_(0.105g/0.7ml)",2021-04-19 17:08:55.132 +0700,2021-04-19 17:08:55.132 +0700
1362,바제티브정10/10밀리그램_(1정),baztive tablet 10/10 mg_(1 tablet),2021-04-19 17:08:57.645 +0700,2021-04-19 17:08:57.645 +0700
1365,레보틴점안액(레보플록사신수화물)(수출명:레보아이점안액)_(25mg/5ml),levotin eye drop (levofloxacin hydrate) (export name: levo eye eye drop)_(25mg/5ml),2021-04-19 17:08:58.259 +0700,2021-04-19 17:08:58.259 +0700
1284,아이트라정(이트라코나졸고체분산체)_(0.253g/1정),itra tablet (itraconazole solid dispersion)_(0.253g/1 tablet),2021-04-19 17:08:39.186 +0700,2021-04-19 17:08:39.186 +0700
1292,올리멜엔9이주_(1000ml),olmel n 9 migration_(1000ml),2021-04-19 17:08:40.920 +0700,2021-04-19 17:08:40.920 +0700
1312,하이드로션2.5%(히드로코르티손)_(1.5g/60g),hydrotion 2.5% (hydrocortisone)_(1.5g/60g),2021-04-19 17:08:45.775 +0700,2021-04-19 17:08:45.775 +0700
1332,소마툴린오토젤60밀리그람주사(프리필드)(란레오티드아세테이트)_(60mg/0.5ml),somatulin autogel 60 milligram injection (freefield) (lanreotide acetate)_(60mg/0.5ml),2021-04-19 17:08:50.622 +0700,2021-04-19 17:08:50.622 +0700
1356,가싹액(시메티콘)_(0.2g/10ml),sprout liquid (simethicone)_(0.2g/10ml),2021-04-19 17:08:56.312 +0700,2021-04-19 17:08:56.312 +0700
1368,도네질정5밀리그램(도네페질염산염수화물)_(5.22mg/1정),donezil tablet 5mg (donepezil hydrochloride hydrate)_(5.22mg/1 tablet),2021-04-19 17:08:59.171 +0700,2021-04-19 17:08:59.171 +0700
1376,렌벨라정(세벨라머탄산염)_(0.8g/1정),renbella tablet (sevelamer carbonate)_(0.8g/1 tablet),2021-04-19 17:09:01.066 +0700,2021-04-19 17:09:01.066 +0700
1285,이트라코정(이트라코나졸)_(0.1g/1정),itraco tablet (itraconazole)_(0.1g/1 tablet),2021-04-19 17:08:39.439 +0700,2021-04-19 17:08:39.439 +0700
1287,발사오르플러스정160/12.5밀리그램_(1정),balsa orr plus tablets 160/12.5mg_(1 tablet),2021-04-19 17:08:39.897 +0700,2021-04-19 17:08:39.897 +0700
1302,모타손로션(모메타손푸로에이트)_(60mg/60g),mothason lotion (momethasone furoate)_(60mg/60g),2021-04-19 17:08:43.185 +0700,2021-04-19 17:08:43.185 +0700
1306,레보티린정(레보세티리진염산염)_(5mg/1정),levothyrin tablet (levocetirizine hydrochloride)_(5mg/1 tablet),2021-04-19 17:08:44.100 +0700,2021-04-19 17:08:44.100 +0700
1311,케토핀프리점안액(푸마르산케토티펜)(1회용)(수출명:다티펜점안액)_(0.3105mg/0.45ml),ketopine-free eye drops (ketotifen fumaric acid) (for single use) (export name: datifen eye drops)_(0.3105mg/0.45ml),2021-04-19 17:08:45.333 +0700,2021-04-19 17:08:45.333 +0700
1289,씨메트정(시메티딘)_(0.2g/1정),cymet tablet (cimetidine)_(0.2g/1 tablet),2021-04-19 17:08:40.307 +0700,2021-04-19 17:08:40.307 +0700
1291,수텐캡슐50밀리그램(수니티닙말산염)_(66.8mg/1캡슐),suten capsule 50mg (sunitinib malate)_(66.8mg/1 capsule),2021-04-19 17:08:40.713 +0700,2021-04-19 17:08:40.713 +0700
1301,덱실란트디알캡슐30밀리그램(덱스란소프라졸)_(30mg/1캡슐),dexlant dal capsule 30mg (dexlansoprazole)_(30mg/1 capsule),2021-04-19 17:08:42.972 +0700,2021-04-19 17:08:42.972 +0700
1340,바이제틴정10/10_(1정),vijetin tablet 10/10_(1 tablet),2021-04-19 17:08:52.472 +0700,2021-04-19 17:08:52.472 +0700
1352,자누비아정100밀리그램(시타글립틴인산염수화물)_(0.1285g/1정),januvia tablet 100mg (sitagliptin phosphate hydrate)_(0.1285g/1tablet),2021-04-19 17:08:55.386 +0700,2021-04-19 17:08:55.386 +0700
1355,세러캡슐(세파클러수화물),sera capsule (sefa cler carb),2021-04-19 17:08:56.109 +0700,2021-04-19 17:08:56.109 +0700
1358,킴스민정(디오스민)_(0.6g/1정),kim's minjung (diosmin)_(0.6g/1 tablet),2021-04-19 17:08:56.724 +0700,2021-04-19 17:08:56.724 +0700
1293,스미졸정(실로스타졸)_(50mg/1정),sumizol tablet (cilostazol)_(50mg/1 tablet),2021-04-19 17:08:41.135 +0700,2021-04-19 17:08:41.135 +0700
1297,씨제이도세탁셀주(도세탁셀삼수화물),cj docetaxel (docetaxel trihydrate),2021-04-19 17:08:41.991 +0700,2021-04-19 17:08:41.991 +0700
1299,로큐신정(록시트로마이신)_(0.15g/1정),lokyusin tablet (roxythromycin)_(0.15g/1 tablet),2021-04-19 17:08:42.411 +0700,2021-04-19 17:08:42.411 +0700
1314,노르믹스정(리팍시민)_(0.2g/1정),normix tablet (rifaximin)_(0.2g/1 tablet),2021-04-19 17:08:46.192 +0700,2021-04-19 17:08:46.192 +0700
1316,로시덴주(피록시캄)_(20mg/1ml),rosidenju (piroxicam)_(20mg/1ml),2021-04-19 17:08:46.648 +0700,2021-04-19 17:08:46.648 +0700
1318,그린에스현탁액(알마게이트)(수출명:green-gsuspension),green s suspension (almagate) (export name: green-gsuspension),2021-04-19 17:08:47.064 +0700,2021-04-19 17:08:47.064 +0700
1348,히알미니-디점안액(히알루론산나트륨)(1회용)_(0.9mg/0.5ml),hyalmini-d eye drops (sodium hyaluronate) (single use)_(0.9mg/0.5ml),2021-04-19 17:08:54.329 +0700,2021-04-19 17:08:54.329 +0700
1357,유니스틴주50밀리그람(시스플라틴),unistin juice 50 milligrams (cisplatin),2021-04-19 17:08:56.522 +0700,2021-04-19 17:08:56.522 +0700
1359,에제텐정(에제티미브)_(10mg/1정),ezeten tablet (ezetimibe)_(10mg/1 tablet),2021-04-19 17:08:56.974 +0700,2021-04-19 17:08:56.974 +0700
1361,리스페정1밀리그램(리스페리돈)_(1mg/1정),rispe tablet 1mg (risperidone)_(1mg/1 tablet),2021-04-19 17:08:57.430 +0700,2021-04-19 17:08:57.430 +0700
1363,영진인트라푸신10%주_(250ml),youngjin intrafucin 10% alcohol_(250ml),2021-04-19 17:08:57.847 +0700,2021-04-19 17:08:57.847 +0700
1370,제뉴원테오브로민캡슐300밀리그램(테오브로민)_(0.3g/1캡슐),genu one theobromine capsule 300mg (theobromine)_(0.3g/1 capsule),2021-04-19 17:08:59.686 +0700,2021-04-19 17:08:59.686 +0700
1375,에버헤파정10밀리그램(아데포비어디피복실)_(10mg/1정),everhepa tablet 10mg (adefovir dpiboksil)_(10mg/1 tablet),2021-04-19 17:09:00.867 +0700,2021-04-19 17:09:00.867 +0700
1303,루코나졸캡슐(플루코나졸)_(50mg/1캡슐),luconazole capsule (fluconazole)_(50mg/1 capsule),2021-04-19 17:08:43.406 +0700,2021-04-19 17:08:43.406 +0700
1305,뉴란소캡슐15밀리그램(란소프라졸)_(15mg/1캡슐),neurolanso capsule 15mg (lansoprazole)_(15mg/1 capsule),2021-04-19 17:08:43.851 +0700,2021-04-19 17:08:43.851 +0700
1307,휴메칠정4밀리그램(메틸프레드니솔론)_(4mg/1정),humechil tablet 4mg (methylprednisolone)_(4mg/1 tablet),2021-04-19 17:08:44.356 +0700,2021-04-19 17:08:44.356 +0700
1309,트로페린점안액_(0.8ml),troperine eye drops_(0.8ml),2021-04-19 17:08:44.856 +0700,2021-04-19 17:08:44.856 +0700
1324,데니린세립0.1밀리그램(데스모프레신아세트산염)_(0.1mg/0.5g),denirin fine grain 0.1mg (desmopressin acetate)_(0.1mg/0.5g),2021-04-19 17:08:48.545 +0700,2021-04-19 17:08:48.545 +0700
1327,"크라목스듀오시럽(아목시실린수화물,희석클라불란산칼륨(7:1))_(500ml)","kramox duo syrup (amoxicillin hydrate, diluted clavulanate potassium (7:1))_(500ml)",2021-04-19 17:08:49.354 +0700,2021-04-19 17:08:49.354 +0700
1335,제미메트서방정50/1000밀리그램_(1정),gemimet seo-release tablet 50/1000mg_(1 tablet),2021-04-19 17:08:51.305 +0700,2021-04-19 17:08:51.305 +0700
1337,디쿠아프리점안액(1회용)(디쿠아포솔나트륨)_(9mg/0.3ml),diquafree eye drops (single use) (diquafosol sodium)_(9mg/0.3ml),2021-04-19 17:08:51.751 +0700,2021-04-19 17:08:51.751 +0700
1341,디푸코졸정150mg(플루코나졸)_(0.15g/1정),difucosol tablet 150mg (fluconazole)_(0.15g/1 tablet),2021-04-19 17:08:52.632 +0700,2021-04-19 17:08:52.632 +0700
1347,리포익에이취알정(치옥트산),lipoic hr tablet (chioctic acid),2021-04-19 17:08:54.115 +0700,2021-04-19 17:08:54.115 +0700
1350,에바코민주(수출명:choongwaeevacomineinj.)_(250ml),evaco democracy (export name: choongwaeevacomineinj.)_(250ml),2021-04-19 17:08:54.892 +0700,2021-04-19 17:08:54.892 +0700
1353,메프민서방정500밀리그램(메트포르민염산염)_(0.5g/1정),mepmine extended-release tablet 500mg (metformin hydrochloride)_(0.5g/1 tablet),2021-04-19 17:08:55.587 +0700,2021-04-19 17:08:55.587 +0700
1367,애스펜정(덱시부프로펜디.씨)_(0.3g/1정),aspen tablet (dexibuprofendi.c)_(0.3g/1 tablet),2021-04-19 17:08:58.926 +0700,2021-04-19 17:08:58.926 +0700
1371,풀시드정100mg(카르두스마리아누스엑스),full seed tablet 100mg (cardus marianus x),2021-04-19 17:08:59.947 +0700,2021-04-19 17:08:59.947 +0700
1378,라비트디정_(1정),labit d tablet_(1 tablet),2021-04-19 17:09:01.522 +0700,2021-04-19 17:09:01.522 +0700
1304,파라마셋세미정_(1정),paramaset semi-finish_(1 tablet),2021-04-19 17:08:43.628 +0700,2021-04-19 17:08:43.628 +0700
1308,한림펜타닐주사(구연산펜타닐)_(0.785mg/10ml/병),hallym fentanyl injection (fentanyl citrate)_(0.785mg/10ml/bottle),2021-04-19 17:08:44.601 +0700,2021-04-19 17:08:44.601 +0700
1315,티프로드정(티로프라미드염산염)_(0.1g/1정),tiprod tablet (tyropramid hydrochloride)_(0.1g/1 tablet),2021-04-19 17:08:46.383 +0700,2021-04-19 17:08:46.383 +0700
1322,록스코정(록소프로펜나트륨수화물)_(68.1mg/1정),roxco tablet (loxoprofen sodium hydrate)_(68.1mg/1 tablet),2021-04-19 17:08:48.010 +0700,2021-04-19 17:08:48.010 +0700
1334,더마올겔_(30g),dermaall gel_(30g),2021-04-19 17:08:51.146 +0700,2021-04-19 17:08:51.146 +0700
1336,텔미듀엣정 80/5mg_(1정),tell me duet tablet 80/5mg_(1 tablet),2021-04-19 17:08:51.534 +0700,2021-04-19 17:08:51.534 +0700
1338,유니알디스포점안액0.3%(히알루론산나트륨)_(1.35mg/0.45ml),unir dispo eye drops 0.3% (sodium hyaluronate)_(1.35mg/0.45ml),2021-04-19 17:08:51.973 +0700,2021-04-19 17:08:51.973 +0700
1342,싱글크로모점안액2%(크로모글리크산나트륨),single chromo eye drops 2% (sodium chromoglylate),2021-04-19 17:08:52.830 +0700,2021-04-19 17:08:52.830 +0700
1310,브리테롤패취1mg(툴로부테롤)(수출명:breaterol patch)_(2.25x2.25㎠/1매),breaterol patch 1mg (tulobuterol) (export name: braterol patch)_(2.25x2.25㎠/1sheet),2021-04-19 17:08:45.014 +0700,2021-04-19 17:08:45.014 +0700
1323,실렌타서방캡슐200밀리그램(실로스타졸)_(0.2g/1캡슐),silenta western-release capsule 200mg (silostazol)_(0.2g/1 capsule),2021-04-19 17:08:48.277 +0700,2021-04-19 17:08:48.277 +0700
1329,티어린프리점안액(히알루론산나트륨)_(5mg/5ml),thiarin-free eye drops (sodium hyaluronate)_(5mg/5ml),2021-04-19 17:08:49.921 +0700,2021-04-19 17:08:49.921 +0700
1331,보령세프트리악손주2그램(세프트리악손나트륨수화물)_(2g/1병),boryeong ceftriaxonju 2g (ceftriaxone sodium hydrate)_(2g/1 bottle),2021-04-19 17:08:50.324 +0700,2021-04-19 17:08:50.324 +0700
1339,베타미가서방정50밀리그램(미라베그론)_(50mg/1정),beta migasus-release tablet 50mg (miravegron)_(50mg/1 tablet),2021-04-19 17:08:52.228 +0700,2021-04-19 17:08:52.228 +0700
1344,벤타손연고(무피로신)_(9g/450g),ventasone ointment (firrosine-free)_(9g/450g),2021-04-19 17:08:53.354 +0700,2021-04-19 17:08:53.354 +0700
1346,아이비글로불린에스엔주[말토즈 첨가 사람 면역글로불린(ph4.25)],ibiglobulin snj [human immunoglobulin added with maltose (ph4.25)],2021-04-19 17:08:53.804 +0700,2021-04-19 17:08:53.804 +0700
1369,레이팜250주사액(이오파미돌)_(76.5g/150ml),ray farm 250 injection (iopamidol)_(76.5g/150ml),2021-04-19 17:08:59.464 +0700,2021-04-19 17:08:59.464 +0700
1372,이스탄캡슐(에르도스테인)_(0.3g/1캡슐),istan capsule (erdostein)_(0.3g/1 capsule),2021-04-19 17:09:00.198 +0700,2021-04-19 17:09:00.198 +0700
1374,메티솔온정(메틸프레드니솔론)_(4mg/1정),metisol on tablet (methylprednisolone)_(4mg/1 tablet),2021-04-19 17:09:00.656 +0700,2021-04-19 17:09:00.656 +0700
1377,인푸트크림(테르비나핀염산염)_(0.15g/15g),input cream (terbinafine hydrochloride)_(0.15g/15g),2021-04-19 17:09:01.281 +0700,2021-04-19 17:09:01.281 +0700
1320,이자딘캡슐150밀리그램(니자티딘)_(0.15g/1캡슐),izadine capsule 150mg (nizatidine)_(0.15g/1 capsule),2021-04-19 17:08:47.520 +0700,2021-04-19 17:08:47.520 +0700
1326,파라메트정10밀리그램(라베프라졸나트륨)_(10mg/1정),paramet tablet 10mg (rabeprazole sodium)_(10mg/1 tablet),2021-04-19 17:08:49.143 +0700,2021-04-19 17:08:49.143 +0700
1328,뉴만틴정(메만틴염산염)_(10mg/1정),neumantine tablet (memantine hydrochloride)_(10mg/1 tablet),2021-04-19 17:08:49.668 +0700,2021-04-19 17:08:49.668 +0700
1330,오마프원페리주_(724ml),omap one perry juice_(724ml),2021-04-19 17:08:50.124 +0700,2021-04-19 17:08:50.124 +0700
1345,그리아정(콜린알포세레이트)_(0.4g/1정),gria tablet (choline alfoscerate)_(0.4g/1 tablet),2021-04-19 17:08:53.559 +0700,2021-04-19 17:08:53.559 +0700
1354,오자펙스정5밀리그램(올란자핀)_(5mg/1정),ozapex tablet 5mg (olanzapine)_(5mg/1 tablet),2021-04-19 17:08:55.895 +0700,2021-04-19 17:08:55.895 +0700
1360,에치록센정275밀리그람(나프록센나트륨)_(0.275g/1정),echiroxen tablet 275 milligrams (naproxen sodium)_(0.275g/1 tablet),2021-04-19 17:08:57.177 +0700,2021-04-19 17:08:57.177 +0700
1366,에비시펜정(라록시펜염산염)_(60mg/1정),ebisifene tablet (roxyfen hydrochloride)_(60mg/1 tablet),2021-04-19 17:08:58.666 +0700,2021-04-19 17:08:58.666 +0700
1373,중외15%만니톨주사액_(75g/500ml/백),chinese and foreign 15% mannitol injection_(75g/500ml/bag),2021-04-19 17:09:00.403 +0700,2021-04-19 17:09:00.403 +0700
1379,파마아모롤핀네일라카(아모롤핀염산염)_(0.2787g/5ml),pharma amorphine neilaka (amorphine hydrochloride)_(0.2787g/5ml),2021-04-19 17:09:01.731 +0700,2021-04-19 17:09:01.731 +0700
1380,팬포틴프리필드시린지주4000iu(에포에틴알파)_(4ki.u/0.4ml),panfortin free field syringe 4000iu (epoetin alpha)_(4ki.u/0.4ml),2021-04-19 17:09:02.047 +0700,2021-04-19 17:09:02.047 +0700
1381,유아이신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),infant ishin tablet 5mg (solifenacin succinate)_(5mg/1 tablet),2021-04-19 17:09:02.316 +0700,2021-04-19 17:09:02.316 +0700
1382,덱시디펜시럽(덱시부프로펜)_(6g/500ml),dexidifen syrup (dexibuprofen)_(6g/500ml),2021-04-19 17:09:02.562 +0700,2021-04-19 17:09:02.562 +0700
1383,젠자임타이로젠주(티로트로핀알파)_(1.1mg/1병),genzyme tyrogen (tyrotropin alpha)_(1.1mg/1 bottle),2021-04-19 17:09:02.756 +0700,2021-04-19 17:09:02.756 +0700
1384,덱사톱크림(덱사메타손프로피오네이트)_(15mg/15g),dexatop cream (dexamethasone propionate)_(15mg/15g),2021-04-19 17:09:03.011 +0700,2021-04-19 17:09:03.011 +0700
1385,히아렌프리점안액0.15%(히알루론산나트륨)(1회용)_(0.75mg/0.5ml),hyalene-free eye drops 0.15% (sodium hyaluronate) (single use)_(0.75mg/0.5ml),2021-04-19 17:09:03.230 +0700,2021-04-19 17:09:03.230 +0700
1386,피로브이주(피록시캄칼륨),pyrobiiju (piroxicam potassium),2021-04-19 17:09:03.528 +0700,2021-04-19 17:09:03.528 +0700
1387,알비큐정_(1정),rbq tablets_(1 tablet),2021-04-19 17:09:03.981 +0700,2021-04-19 17:09:03.981 +0700
1388,투세프정(세프프로질수화물)_(0.25g/1정),twosef tablet (cefpro hydrate)_(0.25g/1 tablet),2021-04-19 17:09:04.201 +0700,2021-04-19 17:09:04.201 +0700
1389,아모멘틴건조시럽(아목시실린.클라불란산칼륨)7:1)),"amomentin dry syrup (amoxicillin, potassium clavulanate) 7:1))",2021-04-19 17:09:04.415 +0700,2021-04-19 17:09:04.415 +0700
1390,뉴바리드정(레바미피드)_(0.1g/1정),new barid tablet (rebamifeed)_(0.1g/1 tablet),2021-04-19 17:09:04.677 +0700,2021-04-19 17:09:04.677 +0700
1391,데파킨정맥주사(발프로산나트륨),depakin intravenous injection (sodium valproate),2021-04-19 17:09:04.908 +0700,2021-04-19 17:09:04.908 +0700
1392,"아로포틴프리필드주 2000iu(사람에리스로포이에틴, 유전자재조합)_(2ki.u/0.5ml)","aroportin freefield strain 2000iu (human erythropoietin, genetically modified)_(2ki.u/0.5ml)",2021-04-19 17:09:05.124 +0700,2021-04-19 17:09:05.124 +0700
1393,산도스비노렐빈주10밀리그램/밀리리터(비노렐빈타르타르산염),sandosvinorelbine 10mg/milliliter (vinorelbintartrate),2021-04-19 17:09:05.427 +0700,2021-04-19 17:09:05.427 +0700
1394,"트룩시마주(리툭시맙)(단클론항체,유전자재조합)_(0.1g/10ml)","truximaju (rituximab) (monoclonal antibody, genetic recombination)_(0.1g/10ml)",2021-04-19 17:09:05.661 +0700,2021-04-19 17:09:05.661 +0700
1395,프로산점안액(히알루론산나트륨)_(0.8mg/0.8ml),proic acid eye drops (sodium hyaluronate)_(0.8mg/0.8ml),2021-04-19 17:09:05.936 +0700,2021-04-19 17:09:05.936 +0700
1396,일성이솦틴서방정240밀리그람(베라파밀염산염)_(0.24g/1정),ilsung soptin sustained-release tablet 240mg (verapamil hydrochloride)_(0.24g/1 tablet),2021-04-19 17:09:06.146 +0700,2021-04-19 17:09:06.146 +0700
1397,프로슈어370주(이오프로마이드)_(38.443g/50ml),prosure 370 weeks (eopromide)_(38.443g/50ml),2021-04-19 17:09:06.535 +0700,2021-04-19 17:09:06.535 +0700
1398,트롤주(트라마돌염산염)_(50mg/1ml),troll liquor (tramadol hydrochloride)_(50mg/1ml),2021-04-19 17:09:06.768 +0700,2021-04-19 17:09:06.768 +0700
1399,레보세티정(레보세티리진염산염)_(5mg/1정),levoceti tablet (levocetirizine hydrochloride)_(5mg/1 tablet),2021-04-19 17:09:07.023 +0700,2021-04-19 17:09:07.023 +0700
1400,"보령헤모시스지0.15%b액_(탄산수소나트륨, 408.1g/7l)","boryeong hemosisji 0.15%b liquid_(sodium hydrogen carbonate, 408.1g/7l)",2021-04-19 17:09:07.272 +0700,2021-04-19 17:09:07.272 +0700
1401,알지겐액(알긴산나트륨)_(1g/20ml/포(스틱)),algigen solution (sodium alginate)_(1g/20ml/po (stick)),2021-04-19 17:09:07.531 +0700,2021-04-19 17:09:07.531 +0700
1402,광동푸로스판시럽(아이비엽30% 에탄올엑스(5∼7.5→1))_(1.4g/200ml),guangdong furospan syrup (ivy leaf 30% ethanol extract (5~7.5→1))_(1.4g/200ml),2021-04-19 17:09:07.783 +0700,2021-04-19 17:09:07.783 +0700
1403,애니포지정10/160밀리그램_(1정),anipo designation 10/160mg_(1 tablet),2021-04-19 17:09:08.040 +0700,2021-04-19 17:09:08.040 +0700
1404,아실키트주사(수출명:actioskit),acyl kit injection (export name: actioskit),2021-04-19 17:09:08.209 +0700,2021-04-19 17:09:08.209 +0700
1405,베포엠정10밀리그램(베포타스틴베실산염)_(10mg/1정),bepom tablet 10mg (bepotastine besylate)_(10mg/1 tablet),2021-04-19 17:09:08.443 +0700,2021-04-19 17:09:08.443 +0700
1406,조맥톤12.96iu(소마트로핀)_(12.96i.u/1병),jo macton 12.96iu (somatropin)_(12.96i.u/1 bottle),2021-04-19 17:09:08.644 +0700,2021-04-19 17:09:08.644 +0700
1407,보령프라바스타틴나트륨정5밀리그램,boryeong pravastatin sodium tablet 5mg,2021-04-19 17:09:08.905 +0700,2021-04-19 17:09:08.905 +0700
1408,맥시크란듀오시럽[아목시실린-클라불란산칼륨(7:1)]_(50ml),maxicran duo syrup [amoxicillin-clavulanate potassium (7:1)]_(50ml),2021-04-19 17:09:09.104 +0700,2021-04-19 17:09:09.104 +0700
1409,에스포린점안액0.05%(사이클로스포린)_(0.2mg/0.4ml),esporine eye drops 0.05% (cyclosporine)_(0.2mg/0.4ml),2021-04-19 17:09:09.365 +0700,2021-04-19 17:09:09.365 +0700
1410,넥소메라정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),nexomera tablet 40mg (s-omeprazole magnesium dihydrate)_(43.38mg/1 tablet),2021-04-19 17:09:09.573 +0700,2021-04-19 17:09:09.573 +0700
1411,리포피드주사10%(정제대두유),lipofeed injection 10% (refined soybean oil),2021-04-19 17:09:09.896 +0700,2021-04-19 17:09:09.896 +0700
1412,하나구연산펜타닐주사_(1.57mg/20ml/앰플(p)),hana citrate fentanyl injection_(1.57mg/20ml/ampoule (p)),2021-04-19 17:09:10.115 +0700,2021-04-19 17:09:10.115 +0700
1413,로소펜정(록소프로펜나트륨수화물)_(68.1mg/1정),loxofen tablet (loxoprofen sodium hydrate)_(68.1mg/1 tablet),2021-04-19 17:09:10.344 +0700,2021-04-19 17:09:10.344 +0700
1414,도네페질원정5밀리그램(도네페질염산염수화물)_(5.215mg/1정),donepezil one tablet 5mg (donepezil hydrochloride hydrate)_(5.215mg/1 tablet),2021-04-19 17:09:10.604 +0700,2021-04-19 17:09:10.604 +0700
1415,네리소나0.3%연고(디플루코르톨론발레레이트)_(30mg/10g),nerisona 0.3% ointment (diflucortolone valerate)_(30mg/10g),2021-04-19 17:09:10.908 +0700,2021-04-19 17:09:10.908 +0700
1416,치오베트에이취알정600밀리그람,chiobet h.r tablet 600 milligrams,2021-04-19 17:09:11.166 +0700,2021-04-19 17:09:11.166 +0700
1417,근화아세틸스피라마이신정500밀리그람(수출용)(수출명:aramycin-500tav.aramextab.),geunhwa acetylspiramycin tablet 500mg (for export) (export name: aamycin-500tav.aramextab.),2021-04-19 17:09:11.381 +0700,2021-04-19 17:09:11.381 +0700
1418,볼타렌에멀겔(디클로페낙디에칠암모늄)_(0.232g/20g),voltarene emulsion gel (diclofenac diethylammonium)_(0.232g/20g),2021-04-19 17:09:11.726 +0700,2021-04-19 17:09:11.726 +0700
1442,카리올겔_(60g),cariole gel_(60g),2021-04-19 17:09:17.614 +0700,2021-04-19 17:09:17.614 +0700
1445,프라노아이점안액(프라노프로펜)_(5mg/5ml),plano eye eye drop (pranoprofen)_(5mg/5ml),2021-04-19 17:09:18.248 +0700,2021-04-19 17:09:18.248 +0700
1451,하나염산부피바카인주0.25%_(50mg/20ml),hana hydrochloride bufibacaine juice 0.25%_(50mg/20ml),2021-04-19 17:09:19.618 +0700,2021-04-19 17:09:19.618 +0700
1464,에버칼정_(1정),ever caljeong_(1 tablet),2021-04-19 17:09:22.537 +0700,2021-04-19 17:09:22.537 +0700
1469,넥스졸정40mg(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),nexzol tablet 40mg (someprazole magnesium dihydrate)_(43.38mg/1 tablet),2021-04-19 17:09:23.858 +0700,2021-04-19 17:09:23.858 +0700
1474,헤파멜즈산(엘-아스파라긴산-엘-오르니친),hepamel's acid (l-aspartic acid-l-ornithine),2021-04-19 17:09:25.227 +0700,2021-04-19 17:09:25.227 +0700
1495,피나세타정5밀리그램(피나스테리드)_(5mg/1정),pinaseta tablet 5mg (finasteride)_(5mg/1 tablet),2021-04-19 17:09:30.513 +0700,2021-04-19 17:09:30.513 +0700
1499,히알산점안액0.15%(히알루론산나트륨)(1회용)_(0.9mg/0.6ml),hyaluronic acid ophthalmic solution 0.15% (sodium hyaluronate) (single use)_(0.9mg/0.6ml),2021-04-19 17:09:31.309 +0700,2021-04-19 17:09:31.309 +0700
1511,화이트라록시펜염산염정_(60mg/1정),white raloxifen hydrochloride tablet_(60mg/1 tablet),2021-04-19 17:09:34.244 +0700,2021-04-19 17:09:34.244 +0700
1515,일양바이오로사르탄칼륨정50밀리그램_(50mg/1정),ilyang biorosartan potassium tablet 50mg_(50mg/1tablet),2021-04-19 17:09:35.217 +0700,2021-04-19 17:09:35.217 +0700
1520,화이트트리악손주2g(세프트리악손나트륨수화물)_(2g/1병),white triacson juice 2g (ceftriaxone sodium hydrate)_(2g/1 bottle),2021-04-19 17:09:36.350 +0700,2021-04-19 17:09:36.350 +0700
1554,펜타사서방정1g(메살라진)_(1g/1정),penta corporation sustained-release tablet 1g (mesalazine)_(1g/1 tablet),2021-04-19 17:09:44.717 +0700,2021-04-19 17:09:44.717 +0700
1558,오마론연질캡슐(오메가-3-산에틸에스테르90)_(1g/1캡슐),omaron soft capsule (omega-3-acid ethyl ester 90)_(1g/1 capsule),2021-04-19 17:09:45.844 +0700,2021-04-19 17:09:45.844 +0700
1582,폴테크넷과테크네튬산나트륨(99mtc)주사액제너레이터,poletechnet and technetate sodium (99mtc) injection solution generator,2021-04-19 17:09:51.272 +0700,2021-04-19 17:09:51.272 +0700
1590,데스코비정 200/25 mg_(1정),descobee tablet 200/25 mg_(1 tablet),2021-04-19 17:09:53.362 +0700,2021-04-19 17:09:53.362 +0700
1598,히알큐점안액0.1%(히알루론산나트륨)_(5mg/5ml),hyal-q eye drops 0.1% (sodium hyaluronate)_(5mg/5ml),2021-04-19 17:09:55.260 +0700,2021-04-19 17:09:55.260 +0700
1601,칼시베트겔_(60g),calcibet gel_(60g),2021-04-19 17:09:55.972 +0700,2021-04-19 17:09:55.972 +0700
1604,씨르텔미정80밀리그램(텔미사르탄)_(80mg/1정),cirtel beauty tablet 80mg (telmisartan)_(80mg/1 tablet),2021-04-19 17:09:56.554 +0700,2021-04-19 17:09:56.554 +0700
1612,옴니파큐300주(이오헥솔)_(6.47g/10ml/병(p)),omnipacy 300 (iohexol)_(6.47g/10ml/bottle (p)),2021-04-19 17:09:58.527 +0700,2021-04-19 17:09:58.527 +0700
1618,세레진주(돼지뇌펩티드),serenity pearl (pork brain peptide),2021-04-19 17:09:59.913 +0700,2021-04-19 17:09:59.913 +0700
1623,니칸정(구연산니카메테이트),nikanjeong (citric acid nicamate),2021-04-19 17:10:01.554 +0700,2021-04-19 17:10:01.554 +0700
1419,두타젠연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),dootagen soft capsule 0.5mg (dotasteride)_(0.5mg/1 capsule),2021-04-19 17:09:11.997 +0700,2021-04-19 17:09:11.997 +0700
1425,레세티잘액(레보세티리진염산염)_(37.5mg/75ml),resetisal solution (levocetirizine hydrochloride)_(37.5mg/75ml),2021-04-19 17:09:13.677 +0700,2021-04-19 17:09:13.677 +0700
