"id","name","createdAt","updatedAt","shortName"
330947,chlorprothixene,2021-07-09 10:47:40.662 +0700,2021-07-09 10:47:40.662 +0700,""
330996,ciprofloxacin,2021-07-09 10:47:40.685 +0700,2021-07-09 10:47:40.685 +0700,""
331045,clopidogrel,2021-07-09 10:47:40.712 +0700,2021-07-09 10:47:40.712 +0700,""
331095,corticotropin,2021-07-09 10:47:40.730 +0700,2021-07-09 10:47:40.730 +0700,""
331127,cyproterone,2021-07-09 10:47:40.748 +0700,2021-07-09 10:47:40.748 +0700,""
331174,denileukin diftitox,2021-07-09 10:47:40.766 +0700,2021-07-09 10:47:40.766 +0700,""
331263,dihydralazine,2021-07-09 10:47:40.799 +0700,2021-07-09 10:47:40.799 +0700,""
330466,amfepramone,2021-07-09 10:47:40.430 +0700,2021-07-09 10:47:40.430 +0700,"[""diethylpropion""]"
330467,amifostine,2021-07-09 10:47:40.431 +0700,2021-07-09 10:47:40.431 +0700,""
330515,angiotensinamide,2021-07-09 10:47:40.454 +0700,2021-07-09 10:47:40.454 +0700,""
330563,atovaquone,2021-07-09 10:47:40.486 +0700,2021-07-09 10:47:40.486 +0700,""
330611,bemegride,2021-07-09 10:47:40.509 +0700,2021-07-09 10:47:40.509 +0700,""
330661,betazole,2021-07-09 10:47:40.533 +0700,2021-07-09 10:47:40.533 +0700,""
330709,bromazepam,2021-07-09 10:47:40.553 +0700,2021-07-09 10:47:40.553 +0700,""
330756,cabazitaxel,2021-07-09 10:47:40.572 +0700,2021-07-09 10:47:40.572 +0700,""
330806,candesartan,2021-07-09 10:47:40.595 +0700,2021-07-09 10:47:40.595 +0700,""
330854,castor oil,2021-07-09 10:47:40.616 +0700,2021-07-09 10:47:40.616 +0700,""
330903,ceftriaxone,2021-07-09 10:47:40.647 +0700,2021-07-09 10:47:40.647 +0700,""
330952,"cholera, inactivated, whole cell",2021-07-09 10:47:40.665 +0700,2021-07-09 10:47:40.665 +0700,""
331001,citalopram,2021-07-09 10:47:40.690 +0700,2021-07-09 10:47:40.690 +0700,""
331051,clorexolone,2021-07-09 10:47:40.715 +0700,2021-07-09 10:47:40.715 +0700,""
331132,dabigatran etexilate,2021-07-09 10:47:40.749 +0700,2021-07-09 10:47:40.749 +0700,""
331178,dequalinium,2021-07-09 10:47:40.767 +0700,2021-07-09 10:47:40.767 +0700,""
331206,dexpanthenol,2021-07-09 10:47:40.778 +0700,2021-07-09 10:47:40.778 +0700,""
331266,dihydroergocristine,2021-07-09 10:47:40.800 +0700,2021-07-09 10:47:40.800 +0700,""
331300,dioctahedral smectit,2021-07-09 10:47:40.815 +0700,2021-07-09 10:47:40.815 +0700,""
331100,creosote,2021-07-09 10:47:40.733 +0700,2021-07-09 10:47:40.733 +0700,""
330468,amikacin,2021-07-09 10:47:40.431 +0700,2021-07-09 10:47:40.431 +0700,""
330516,anidulafungin,2021-07-09 10:47:40.454 +0700,2021-07-09 10:47:40.454 +0700,""
330564,atracurium,2021-07-09 10:47:40.486 +0700,2021-07-09 10:47:40.486 +0700,""
330612,bemiparin,2021-07-09 10:47:40.510 +0700,2021-07-09 10:47:40.510 +0700,""
330662,bethanechol,2021-07-09 10:47:40.534 +0700,2021-07-09 10:47:40.534 +0700,""
330710,bromazine,2021-07-09 10:47:40.553 +0700,2021-07-09 10:47:40.553 +0700,""
330757,cabergoline,2021-07-09 10:47:40.573 +0700,2021-07-09 10:47:40.573 +0700,""
330807,candicidin,2021-07-09 10:47:40.595 +0700,2021-07-09 10:47:40.595 +0700,""
330904,cefuroxime,2021-07-09 10:47:40.647 +0700,2021-07-09 10:47:40.647 +0700,""
330953,"cholera, live attenuated",2021-07-09 10:47:40.665 +0700,2021-07-09 10:47:40.665 +0700,""
331002,citicoline,2021-07-09 10:47:40.691 +0700,2021-07-09 10:47:40.691 +0700,""
331052,cloricromen,2021-07-09 10:47:40.716 +0700,2021-07-09 10:47:40.716 +0700,""
331101,cridanimod,2021-07-09 10:47:40.733 +0700,2021-07-09 10:47:40.733 +0700,""
331133,dabrafenib,2021-07-09 10:47:40.749 +0700,2021-07-09 10:47:40.749 +0700,""
331179,dermatan sulfate,2021-07-09 10:47:40.767 +0700,2021-07-09 10:47:40.767 +0700,""
331207,dexrazoxane,2021-07-09 10:47:40.778 +0700,2021-07-09 10:47:40.778 +0700,""
331267,dihydroergocryptine mesylate,2021-07-09 10:47:40.801 +0700,2021-07-09 10:47:40.801 +0700,""
331301,diodone,2021-07-09 10:47:40.816 +0700,2021-07-09 10:47:40.816 +0700,""
330855,cathine,2021-07-09 10:47:40.618 +0700,2021-07-09 10:47:40.618 +0700,"[""nor-pseudo-ephedrine""]"
330469,amiloride,2021-07-09 10:47:40.432 +0700,2021-07-09 10:47:40.432 +0700,""
330517,anileridine,2021-07-09 10:47:40.456 +0700,2021-07-09 10:47:40.456 +0700,""
330565,atropine,2021-07-09 10:47:40.486 +0700,2021-07-09 10:47:40.486 +0700,""
330614,benazepril,2021-07-09 10:47:40.511 +0700,2021-07-09 10:47:40.511 +0700,""
330663,bevacizumab,2021-07-09 10:47:40.534 +0700,2021-07-09 10:47:40.534 +0700,""
330711,bromelains,2021-07-09 10:47:40.554 +0700,2021-07-09 10:47:40.554 +0700,""
330758,cadexomer iodine,2021-07-09 10:47:40.573 +0700,2021-07-09 10:47:40.573 +0700,""
330808,cannabinoids,2021-07-09 10:47:40.596 +0700,2021-07-09 10:47:40.596 +0700,""
330856,cation exchange resins,2021-07-09 10:47:40.618 +0700,2021-07-09 10:47:40.618 +0700,""
330905,celecoxib,2021-07-09 10:47:40.647 +0700,2021-07-09 10:47:40.647 +0700,""
331003,citiolone,2021-07-09 10:47:40.691 +0700,2021-07-09 10:47:40.691 +0700,""
331053,cloridarol,2021-07-09 10:47:40.716 +0700,2021-07-09 10:47:40.716 +0700,""
331102,crilanomer,2021-07-09 10:47:40.733 +0700,2021-07-09 10:47:40.733 +0700,""
331134,dacarbazine,2021-07-09 10:47:40.750 +0700,2021-07-09 10:47:40.750 +0700,""
331180,desaspidin,2021-07-09 10:47:40.768 +0700,2021-07-09 10:47:40.768 +0700,""
331208,dextran 40,2021-07-09 10:47:40.779 +0700,2021-07-09 10:47:40.779 +0700,""
331268,dihydroergotamine,2021-07-09 10:47:40.801 +0700,2021-07-09 10:47:40.801 +0700,""
331303,diosmectite,2021-07-09 10:47:40.816 +0700,2021-07-09 10:47:40.816 +0700,""
330954,cholic acid,2021-07-09 10:47:40.666 +0700,2021-07-09 10:47:40.666 +0700,"[""acid cholic""]"
330470,amineptine,2021-07-09 10:47:40.432 +0700,2021-07-09 10:47:40.432 +0700,""
330519,animals,2021-07-09 10:47:40.459 +0700,2021-07-09 10:47:40.459 +0700,""
330566,attapulgite,2021-07-09 10:47:40.487 +0700,2021-07-09 10:47:40.487 +0700,""
330615,bencyclane,2021-07-09 10:47:40.511 +0700,2021-07-09 10:47:40.511 +0700,""
330664,bevantolol,2021-07-09 10:47:40.534 +0700,2021-07-09 10:47:40.534 +0700,""
330712,bromfenac,2021-07-09 10:47:40.554 +0700,2021-07-09 10:47:40.554 +0700,""
330759,cadmium compounds,2021-07-09 10:47:40.574 +0700,2021-07-09 10:47:40.574 +0700,""
330809,canrenone,2021-07-09 10:47:40.596 +0700,2021-07-09 10:47:40.596 +0700,""
330857,catridecacog,2021-07-09 10:47:40.619 +0700,2021-07-09 10:47:40.619 +0700,""
330906,celiprolol,2021-07-09 10:47:40.647 +0700,2021-07-09 10:47:40.647 +0700,""
330955,choline alfoscerate,2021-07-09 10:47:40.667 +0700,2021-07-09 10:47:40.667 +0700,""
331054,clorindione,2021-07-09 10:47:40.717 +0700,2021-07-09 10:47:40.717 +0700,""
331103,crizotinib,2021-07-09 10:47:40.734 +0700,2021-07-09 10:47:40.734 +0700,""
331135,daclatasvir,2021-07-09 10:47:40.751 +0700,2021-07-09 10:47:40.751 +0700,""
331181,deserpidine,2021-07-09 10:47:40.768 +0700,2021-07-09 10:47:40.768 +0700,""
331228,dibromotyrosine,2021-07-09 10:47:40.787 +0700,2021-07-09 10:47:40.787 +0700,""
331289,dimethyl sulfoxide,2021-07-09 10:47:40.811 +0700,2021-07-09 10:47:40.811 +0700,""
331004,citric acid,2021-07-09 10:47:40.692 +0700,2021-07-09 10:47:40.692 +0700,"[""acid citric""]"
330471,amino acids,2021-07-09 10:47:40.432 +0700,2021-07-09 10:47:40.432 +0700,""
330518,aniracetam,2021-07-09 10:47:40.459 +0700,2021-07-09 10:47:40.459 +0700,""
330567,auranofin,2021-07-09 10:47:40.487 +0700,2021-07-09 10:47:40.487 +0700,""
330616,bendamustine,2021-07-09 10:47:40.512 +0700,2021-07-09 10:47:40.512 +0700,""
330665,bevonium,2021-07-09 10:47:40.535 +0700,2021-07-09 10:47:40.535 +0700,""
330761,cadralazine,2021-07-09 10:47:40.574 +0700,2021-07-09 10:47:40.574 +0700,""
330810,capecitabine,2021-07-09 10:47:40.597 +0700,2021-07-09 10:47:40.597 +0700,""
330858,catumaxomab,2021-07-09 10:47:40.619 +0700,2021-07-09 10:47:40.619 +0700,""
330907,ceratonia,2021-07-09 10:47:40.648 +0700,2021-07-09 10:47:40.648 +0700,""
330956,choline bitartrat,2021-07-09 10:47:40.667 +0700,2021-07-09 10:47:40.667 +0700,""
331005,cladribine,2021-07-09 10:47:40.692 +0700,2021-07-09 10:47:40.692 +0700,""
331055,cloroquin,2021-07-09 10:47:40.717 +0700,2021-07-09 10:47:40.717 +0700,""
331136,daclizumab,2021-07-09 10:47:40.751 +0700,2021-07-09 10:47:40.751 +0700,""
331185,desflurane,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331229,dibrompropamidine,2021-07-09 10:47:40.787 +0700,2021-07-09 10:47:40.787 +0700,""
331290,dimethylaminopropionylphenothiazine,2021-07-09 10:47:40.811 +0700,2021-07-09 10:47:40.811 +0700,""
331104,cromoglicic acid,2021-07-09 10:47:40.734 +0700,2021-07-09 10:47:40.734 +0700,"[""acid cromoglicic""]"
330520,anistreplase,2021-07-09 10:47:40.460 +0700,2021-07-09 10:47:40.460 +0700,""
330568,aurothioglucose,2021-07-09 10:47:40.488 +0700,2021-07-09 10:47:40.488 +0700,""
330617,bendazac,2021-07-09 10:47:40.512 +0700,2021-07-09 10:47:40.512 +0700,""
330670,bexarotene,2021-07-09 10:47:40.537 +0700,2021-07-09 10:47:40.537 +0700,""
330714,bromides,2021-07-09 10:47:40.556 +0700,2021-07-09 10:47:40.556 +0700,""
330762,cafedrine,2021-07-09 10:47:40.575 +0700,2021-07-09 10:47:40.575 +0700,""
330811,capreomycin,2021-07-09 10:47:40.597 +0700,2021-07-09 10:47:40.597 +0700,""
330859,cefacetrile,2021-07-09 10:47:40.619 +0700,2021-07-09 10:47:40.619 +0700,""
330908,ceritinib,2021-07-09 10:47:40.648 +0700,2021-07-09 10:47:40.648 +0700,""
330958,choline fenofibrate,2021-07-09 10:47:40.668 +0700,2021-07-09 10:47:40.668 +0700,""
331006,clarithromycin,2021-07-09 10:47:40.693 +0700,2021-07-09 10:47:40.693 +0700,""
331056,clorpromazine,2021-07-09 10:47:40.717 +0700,2021-07-09 10:47:40.717 +0700,""
331105,crospovidone,2021-07-09 10:47:40.734 +0700,2021-07-09 10:47:40.734 +0700,""
331137,dactinomycin,2021-07-09 10:47:40.751 +0700,2021-07-09 10:47:40.751 +0700,""
331209,dextran 60,2021-07-09 10:47:40.781 +0700,2021-07-09 10:47:40.781 +0700,""
331269,dihydrostreptomycin,2021-07-09 10:47:40.801 +0700,2021-07-09 10:47:40.801 +0700,""
331291,dimethylcarbate,2021-07-09 10:47:40.812 +0700,2021-07-09 10:47:40.812 +0700,""
330472,amino valeric acid,2021-07-09 10:47:40.433 +0700,2021-07-09 10:47:40.433 +0700,"[""amino diphenylhydantoin valeric acid"", ""diphenylhydantoin valeric acid"", ""acid amino valeric""]"
330473,aminoacridine,2021-07-09 10:47:40.433 +0700,2021-07-09 10:47:40.433 +0700,""
330521,antazoline,2021-07-09 10:47:40.463 +0700,2021-07-09 10:47:40.463 +0700,""
330569,aurotioprol,2021-07-09 10:47:40.489 +0700,2021-07-09 10:47:40.489 +0700,""
330618,bendroflumethiazide,2021-07-09 10:47:40.513 +0700,2021-07-09 10:47:40.513 +0700,""
330666,bezafibrate,2021-07-09 10:47:40.535 +0700,2021-07-09 10:47:40.535 +0700,""
330715,bromisoval,2021-07-09 10:47:40.556 +0700,2021-07-09 10:47:40.556 +0700,""
330763,cafein,2021-07-09 10:47:40.575 +0700,2021-07-09 10:47:40.575 +0700,""
330812,capsaicin,2021-07-09 10:47:40.597 +0700,2021-07-09 10:47:40.597 +0700,""
330860,cefaclor,2021-07-09 10:47:40.620 +0700,2021-07-09 10:47:40.620 +0700,""
330909,cerium oxalate,2021-07-09 10:47:40.648 +0700,2021-07-09 10:47:40.648 +0700,""
330957,choline salicylate,2021-07-09 10:47:40.668 +0700,2021-07-09 10:47:40.668 +0700,""
331007,clebopride,2021-07-09 10:47:40.693 +0700,2021-07-09 10:47:40.693 +0700,""
331057,clotiapine,2021-07-09 10:47:40.717 +0700,2021-07-09 10:47:40.717 +0700,""
331107,crotamiton,2021-07-09 10:47:40.735 +0700,2021-07-09 10:47:40.735 +0700,""
331182,desipramine,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331230,dibunate,2021-07-09 10:47:40.787 +0700,2021-07-09 10:47:40.787 +0700,""
331292,dimethylphthalate,2021-07-09 10:47:40.812 +0700,2021-07-09 10:47:40.812 +0700,""
330531,anthrax antigen,2021-07-09 10:47:40.466 +0700,2021-07-09 10:47:40.466 +0700,""
330532,antilymphocyte immunoglobulin (horse),2021-07-09 10:47:40.466 +0700,2021-07-09 10:47:40.466 +0700,""
330570,avanafil,2021-07-09 10:47:40.490 +0700,2021-07-09 10:47:40.490 +0700,""
330572,azacitidine,2021-07-09 10:47:40.491 +0700,2021-07-09 10:47:40.491 +0700,""
330619,benfluorex,2021-07-09 10:47:40.513 +0700,2021-07-09 10:47:40.513 +0700,""
330621,benidipine,2021-07-09 10:47:40.514 +0700,2021-07-09 10:47:40.514 +0700,""
330667,bezitramide,2021-07-09 10:47:40.536 +0700,2021-07-09 10:47:40.536 +0700,""
330669,bibenzonium bromide,2021-07-09 10:47:40.537 +0700,2021-07-09 10:47:40.537 +0700,""
330716,bromochlorosalicylanilide,2021-07-09 10:47:40.557 +0700,2021-07-09 10:47:40.557 +0700,""
330718,bromopride,2021-07-09 10:47:40.558 +0700,2021-07-09 10:47:40.558 +0700,""
330764,caffeine,2021-07-09 10:47:40.576 +0700,2021-07-09 10:47:40.576 +0700,""
330813,captodiame,2021-07-09 10:47:40.598 +0700,2021-07-09 10:47:40.598 +0700,""
330815,carbachol,2021-07-09 10:47:40.598 +0700,2021-07-09 10:47:40.598 +0700,""
330861,cefadroxil,2021-07-09 10:47:40.620 +0700,2021-07-09 10:47:40.620 +0700,""
330863,cefaloridine,2021-07-09 10:47:40.621 +0700,2021-07-09 10:47:40.621 +0700,""
330910,cerivastatin,2021-07-09 10:47:40.649 +0700,2021-07-09 10:47:40.649 +0700,""
330912,ceruletide,2021-07-09 10:47:40.649 +0700,2021-07-09 10:47:40.649 +0700,""
330959,choline theophyllinate,2021-07-09 10:47:40.668 +0700,2021-07-09 10:47:40.668 +0700,""
330961,"chondrocytes, autologous",2021-07-09 10:47:40.669 +0700,2021-07-09 10:47:40.669 +0700,""
331008,clefamide,2021-07-09 10:47:40.694 +0700,2021-07-09 10:47:40.694 +0700,""
331010,clenbuterol,2021-07-09 10:47:40.695 +0700,2021-07-09 10:47:40.695 +0700,""
331058,clotiazepam,2021-07-09 10:47:40.718 +0700,2021-07-09 10:47:40.718 +0700,""
331106,cyamemazine,2021-07-09 10:47:40.735 +0700,2021-07-09 10:47:40.735 +0700,""
331139,dalteparin,2021-07-09 10:47:40.752 +0700,2021-07-09 10:47:40.752 +0700,""
331184,desirudin,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331186,desloratadine,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331231,dibutylphthalate,2021-07-09 10:47:40.787 +0700,2021-07-09 10:47:40.787 +0700,""
331233,dichloralphenazone,2021-07-09 10:47:40.788 +0700,2021-07-09 10:47:40.788 +0700,""
331271,dihydroxialumini sodium carbonate,2021-07-09 10:47:40.803 +0700,2021-07-09 10:47:40.803 +0700,""
331293,dimethyltubocurarine,2021-07-09 10:47:40.813 +0700,2021-07-09 10:47:40.813 +0700,""
333365,drospirenone,2021-07-09 10:52:51.371 +0700,2021-07-09 10:52:51.371 +0700,""
333401,emetine,2021-07-09 10:52:51.386 +0700,2021-07-09 10:52:51.386 +0700,""
333436,eprozinol,2021-07-09 10:52:51.406 +0700,2021-07-09 10:52:51.406 +0700,""
333486,ethosuximide,2021-07-09 10:52:51.423 +0700,2021-07-09 10:52:51.423 +0700,""
333542,felbinac,2021-07-09 10:52:51.441 +0700,2021-07-09 10:52:51.441 +0700,""
333585,ferrous iodine,2021-07-09 10:52:51.458 +0700,2021-07-09 10:52:51.458 +0700,""
333642,fluoxetine,2021-07-09 10:52:51.478 +0700,2021-07-09 10:52:51.478 +0700,""
333683,fumagillin,2021-07-09 10:52:51.492 +0700,2021-07-09 10:52:51.492 +0700,""
333774,guanfacine,2021-07-09 10:52:51.530 +0700,2021-07-09 10:52:51.530 +0700,""
333824,human menopausal gonadotrophin,2021-07-09 10:52:51.553 +0700,2021-07-09 10:52:51.553 +0700,""
333865,ibutilide,2021-07-09 10:52:51.572 +0700,2021-07-09 10:52:51.572 +0700,""
333911,"influenza, live attenuated",2021-07-09 10:52:51.592 +0700,2021-07-09 10:52:51.592 +0700,""
333993,isopropanol,2021-07-09 10:52:51.663 +0700,2021-07-09 10:52:51.663 +0700,""
334030,labetalol,2021-07-09 10:52:51.677 +0700,2021-07-09 10:52:51.677 +0700,""
334095,linseed,2021-07-09 10:52:51.697 +0700,2021-07-09 10:52:51.697 +0700,""
334150,magnesium chloride,2021-07-09 10:52:51.720 +0700,2021-07-09 10:52:51.720 +0700,""
334216,meldonium,2021-07-09 10:52:51.783 +0700,2021-07-09 10:52:51.783 +0700,""
334255,mercuric chloride,2021-07-09 10:52:51.794 +0700,2021-07-09 10:52:51.794 +0700,""
334301,methoxyphenamine,2021-07-09 10:52:51.812 +0700,2021-07-09 10:52:51.812 +0700,""
334350,micronomicin,2021-07-09 10:52:51.828 +0700,2021-07-09 10:52:51.828 +0700,""
334399,morpholine salicylate,2021-07-09 10:52:51.845 +0700,2021-07-09 10:52:51.845 +0700,""
334462,nedocromil,2021-07-09 10:52:51.864 +0700,2021-07-09 10:52:51.864 +0700,""
334511,nimesulide,2021-07-09 10:52:51.881 +0700,2021-07-09 10:52:51.881 +0700,""
334562,olanzapine,2021-07-09 10:52:51.912 +0700,2021-07-09 10:52:51.912 +0700,""
334670,paroxetine,2021-07-09 10:52:51.951 +0700,2021-07-09 10:52:51.951 +0700,""
334724,peruvoside,2021-07-09 10:52:51.968 +0700,2021-07-09 10:52:51.968 +0700,""
334774,pimecrolimus,2021-07-09 10:52:51.987 +0700,2021-07-09 10:52:51.987 +0700,""
334843,pomalidomide,2021-07-09 10:52:52.009 +0700,2021-07-09 10:52:52.009 +0700,""
334874,prazepam,2021-07-09 10:52:52.046 +0700,2021-07-09 10:52:52.046 +0700,""
334945,proxibarbal,2021-07-09 10:52:52.079 +0700,2021-07-09 10:52:52.079 +0700,""
335027,rifapentine,2021-07-09 10:52:52.111 +0700,2021-07-09 10:52:52.111 +0700,""
335076,rutoside,2021-07-09 10:52:52.128 +0700,2021-07-09 10:52:52.128 +0700,""
335113,senega,2021-07-09 10:52:52.141 +0700,2021-07-09 10:52:52.141 +0700,""
335162,sodium glycerophosphate,2021-07-09 10:52:52.158 +0700,2021-07-09 10:52:52.158 +0700,""
335222,succimer,2021-07-09 10:52:52.181 +0700,2021-07-09 10:52:52.181 +0700,""
335288,talastine,2021-07-09 10:52:52.211 +0700,2021-07-09 10:52:52.211 +0700,""
335339,technetium (99mtc) stannous agent labelled cells,2021-07-09 10:52:52.229 +0700,2021-07-09 10:52:52.229 +0700,""
335387,tertatolol,2021-07-09 10:52:52.242 +0700,2021-07-09 10:52:52.242 +0700,""
335438,tianeptine,2021-07-09 10:52:52.267 +0700,2021-07-09 10:52:52.267 +0700,""
335509,tramadol,2021-07-09 10:52:52.288 +0700,2021-07-09 10:52:52.288 +0700,""
335559,triprolidine,2021-07-09 10:52:52.422 +0700,2021-07-09 10:52:52.422 +0700,""
335598,urapidil,2021-07-09 10:52:52.446 +0700,2021-07-09 10:52:52.446 +0700,""
335643,viminol,2021-07-09 10:52:52.495 +0700,2021-07-09 10:52:52.495 +0700,""
335696,zalcitabine,2021-07-09 10:52:52.520 +0700,2021-07-09 10:52:52.520 +0700,""
330477,aminocaproic acid,2021-07-09 10:47:40.435 +0700,2021-07-09 10:47:40.435 +0700,"[""acid aminocaproic""]"
330475,aminobenzoic acid,2021-07-09 10:47:40.433 +0700,2021-07-09 10:47:40.433 +0700,"[""acid aminobenzoic""]"
334618,oxolinic acid,2021-07-09 10:52:51.932 +0700,2021-07-09 10:52:51.932 +0700,"[""acid oxolinic""]"
330766,calci carbonat,2021-07-09 10:47:40.576 +0700,2021-07-09 10:47:40.576 +0700,"[""calcium carbonate"", ""canxi cacbonat""]"
330478,aminoglutethimide,2021-07-09 10:47:40.435 +0700,2021-07-09 10:47:40.435 +0700,""
330526,antimony pentasulfide,2021-07-09 10:47:40.465 +0700,2021-07-09 10:47:40.465 +0700,""
330527,anti-d (rh) immunoglobulin,2021-07-09 10:47:40.465 +0700,2021-07-09 10:47:40.465 +0700,""
330571,axitinib,2021-07-09 10:47:40.491 +0700,2021-07-09 10:47:40.491 +0700,""
330573,azanidazole,2021-07-09 10:47:40.492 +0700,2021-07-09 10:47:40.492 +0700,""
330620,benfotiamine,2021-07-09 10:47:40.513 +0700,2021-07-09 10:47:40.513 +0700,""
330622,benorilate,2021-07-09 10:47:40.514 +0700,2021-07-09 10:47:40.514 +0700,""
330668,biapenem,2021-07-09 10:47:40.536 +0700,2021-07-09 10:47:40.536 +0700,""
330671,bibrocathol,2021-07-09 10:47:40.537 +0700,2021-07-09 10:47:40.537 +0700,""
330717,bromocriptine,2021-07-09 10:47:40.557 +0700,2021-07-09 10:47:40.557 +0700,""
330719,bromperidol,2021-07-09 10:47:40.558 +0700,2021-07-09 10:47:40.558 +0700,""
330765,calci bromogalactogluconat,2021-07-09 10:47:40.576 +0700,2021-07-09 10:47:40.576 +0700,""
330814,captopril,2021-07-09 10:47:40.598 +0700,2021-07-09 10:47:40.598 +0700,""
330816,carbamazepine,2021-07-09 10:47:40.598 +0700,2021-07-09 10:47:40.598 +0700,""
330862,cefalexin,2021-07-09 10:47:40.621 +0700,2021-07-09 10:47:40.621 +0700,""
330864,cefalothin,2021-07-09 10:47:40.622 +0700,2021-07-09 10:47:40.622 +0700,""
330911,certolizumab pegol,2021-07-09 10:47:40.649 +0700,2021-07-09 10:47:40.649 +0700,""
330913,cetiedil,2021-07-09 10:47:40.649 +0700,2021-07-09 10:47:40.649 +0700,""
330960,cholinesterase,2021-07-09 10:47:40.668 +0700,2021-07-09 10:47:40.668 +0700,""
330962,chondroitin sulfate,2021-07-09 10:47:40.669 +0700,2021-07-09 10:47:40.669 +0700,""
331009,clemastine,2021-07-09 10:47:40.694 +0700,2021-07-09 10:47:40.694 +0700,""
331011,clevidipine,2021-07-09 10:47:40.697 +0700,2021-07-09 10:47:40.697 +0700,""
331059,clotrimazole,2021-07-09 10:47:40.718 +0700,2021-07-09 10:47:40.718 +0700,""
331061,cloxazolam,2021-07-09 10:47:40.718 +0700,2021-07-09 10:47:40.718 +0700,""
331138,dalbavancin,2021-07-09 10:47:40.752 +0700,2021-07-09 10:47:40.752 +0700,""
331140,danaparoid,2021-07-09 10:47:40.752 +0700,2021-07-09 10:47:40.752 +0700,""
331183,deslanoside,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331187,desmopressin,2021-07-09 10:47:40.769 +0700,2021-07-09 10:47:40.769 +0700,""
331232,dibutylsuccinate,2021-07-09 10:47:40.787 +0700,2021-07-09 10:47:40.787 +0700,""
331234,dichlorobenzyl alcohol,2021-07-09 10:47:40.788 +0700,2021-07-09 10:47:40.788 +0700,""
331270,dihydrotachysterol,2021-07-09 10:47:40.802 +0700,2021-07-09 10:47:40.802 +0700,""
331272,diiodohydroxypropane,2021-07-09 10:47:40.803 +0700,2021-07-09 10:47:40.803 +0700,""
333366,drotaverine,2021-07-09 10:52:51.372 +0700,2021-07-09 10:52:51.372 +0700,""
333435,eprosartan,2021-07-09 10:52:51.405 +0700,2021-07-09 10:52:51.405 +0700,""
333487,ethotoin,2021-07-09 10:52:51.424 +0700,2021-07-09 10:52:51.424 +0700,""
333558,fenpiverinium,2021-07-09 10:52:51.445 +0700,2021-07-09 10:52:51.445 +0700,""
333609,flubendazole,2021-07-09 10:52:51.468 +0700,2021-07-09 10:52:51.468 +0700,""
333673,fosfomycin,2021-07-09 10:52:51.489 +0700,2021-07-09 10:52:51.489 +0700,""
333723,gepefrine,2021-07-09 10:52:51.508 +0700,2021-07-09 10:52:51.508 +0700,""
333776,guanoxabenz,2021-07-09 10:52:51.530 +0700,2021-07-09 10:52:51.530 +0700,""
333826,huyết thanh kháng d?i,2021-07-09 10:52:51.554 +0700,2021-07-09 10:52:51.554 +0700,""
333867,ichtasol,2021-07-09 10:52:51.573 +0700,2021-07-09 10:52:51.573 +0700,""
333913,inosine,2021-07-09 10:52:51.594 +0700,2021-07-09 10:52:51.594 +0700,""
333995,isosorbide dinitrate,2021-07-09 10:52:51.663 +0700,2021-07-09 10:52:51.663 +0700,""
334054,lefetamin (spa),2021-07-09 10:52:51.685 +0700,2021-07-09 10:52:51.685 +0700,""
334124,lormetazepam,2021-07-09 10:52:51.710 +0700,2021-07-09 10:52:51.710 +0700,""
334187,mebutizide,2021-07-09 10:52:51.749 +0700,2021-07-09 10:52:51.749 +0700,""
334232,menthol,2021-07-09 10:52:51.789 +0700,2021-07-09 10:52:51.789 +0700,""
334299,methoxy polyethylene glycol-epoetin beta,2021-07-09 10:52:51.809 +0700,2021-07-09 10:52:51.809 +0700,""
334348,miconazole,2021-07-09 10:52:51.827 +0700,2021-07-09 10:52:51.827 +0700,""
334418,mycophenolat,2021-07-09 10:52:51.852 +0700,2021-07-09 10:52:51.852 +0700,""
334482,nesiritide,2021-07-09 10:52:51.874 +0700,2021-07-09 10:52:51.874 +0700,""
334516,niperotidine,2021-07-09 10:52:51.891 +0700,2021-07-09 10:52:51.891 +0700,""
334566,olopatadine,2021-07-09 10:52:51.913 +0700,2021-07-09 10:52:51.913 +0700,""
334619,oxprenolol,2021-07-09 10:52:51.932 +0700,2021-07-09 10:52:51.932 +0700,""
334673,pazufloxacin,2021-07-09 10:52:51.952 +0700,2021-07-09 10:52:51.952 +0700,""
334725,pethidine,2021-07-09 10:52:51.969 +0700,2021-07-09 10:52:51.969 +0700,""
334779,pimethixene,2021-07-09 10:52:51.987 +0700,2021-07-09 10:52:51.987 +0700,""
334845,porfimer sodium,2021-07-09 10:52:52.010 +0700,2021-07-09 10:52:52.010 +0700,""
334893,probenecid,2021-07-09 10:52:52.050 +0700,2021-07-09 10:52:52.050 +0700,""
334935,protamine sulfat,2021-07-09 10:52:52.071 +0700,2021-07-09 10:52:52.071 +0700,""
334973,quinapril,2021-07-09 10:52:52.085 +0700,2021-07-09 10:52:52.085 +0700,""
335029,rilmenidine,2021-07-09 10:52:52.112 +0700,2021-07-09 10:52:52.112 +0700,""
